EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,PLAN_ESTUDIOS_DETERMINANTE,TIPOS_ESPACIOS,OTROS_TIPO_ESPAC,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,OTROS_ELEC_CARRERA,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,,,
22,Hombre,Ingenieria en Computacion,17,5,5,4,5,1,1,1,1,4,3,5,Oficinas,,Capacidad de abstracción, pensamiento lógico, resolución de problemas, creatividad, trabajo bajo presión,8,9,9,8,10,Personal,,Cálculo, cibernética, física, inglés, filosofía.,7,10,9,10,10,Ninguna,Diferente,,,
22,Hombre,Ingeniería telecomunicaciones,17,4,4,5,5,1,1,5,5,4,4,5,Campo,,Capacidad de análisis, pensamiento abstracto, creatividad, planeación, capacidad de síntesis,9,9,9,8,9,Personal,,Cálculo, álgebra, geometría, física, química,9,8,8,9,9,Ninguna,Diferente,,,
22,Mujer,QFB,17,4,5,5,5,3,1,1,1,1,1,4,Laboratorios,,Pensamiento analítico, dedicación, pensamiento crítico, habilidad matemática, creatividad,10,7,9,8,8,Personal,,Química, Física, Biología, Matemáticas, Temas Selectos de Morfofisiología,10,10,8,8,10,Ninguna,Diferente,,,
22,Hombre,Ing.matemática,17,5,5,5,2,5,1,1,1,4,5,1,Oficinas,,Manejo de información, análisis, criterio, saber tomar decisiones, pensamiento lógico,8,8,9,9,8,Personal,,Algebra, orientación juvenil, calculo, probabilidad, estadistica,8,10,9,9,9,Web / Redes Sociales,Sin Carrera,,,
35,Mujer,Medicina,18,5,5,1,1,1,1,1,1,1,1,1,Se puede ejercer en todos las respuestas posibles,,Hábito de lectura, tolerancia a la frustración, empatía,,,10,8,10,,,Personal,,Química, biología, física,,,10,9,8,,,Siempre me gustó mucho las ciencias naturales.,Sin Carrera,,,
23,Hombre,Ingenieria en Computacion,18,5,5,5,4,5,2,4,1,5,5,4,Oficinas,,Responsabilidad, Toma de decisiones, Pensamiento abstracto, Visión del entorno,,9,9,8,9,1,Personal,,Cálculo, Álgebra, Informática, Física,,8,8,10,7,8,Web / Redes Sociales,Sin Carrera,,,
38,Hombre,Ingenieria en Computacion,20,3,4,4,2,3,4,4,3,3,2,3,Oficinas,,Manejo de PC, programación, trabajo bajo presión, trabajo en equipo y constante actualización de conocimientos,,3,3,3,4,3,Personal,,Cálculo, química, física, probabilidad y estadistica,,4,4,5,4,4,Ninguna,Sin Carrera,,,
22,Hombre,Derecho,19,5,5,4,4,5,4,4,3,2,4,4,Oficinas,,Conocimiento, responsabilidad, persistencia, capacidad, tenacidad,8,8,8,10,9,Personal,,Derecho, ingles, latin, ciencia politica, redacción,10,9,10,10,9,Porque me gusto la carrera,Sin Carrera,,,
22,Hombre,Ingenieria en Computacion,18,5,5,5,5,5,5,5,5,5,5,5,Oficinas,,Razonamiento, Pensar, Crear, Analizar, Implementar,9,10,9,9,10,Personal,,Álgebra, Lógica, Geometría, Calculo, Programación,10,10,10,10,10,TV / Medios Impresos,Diferente,,,
22,Hombre,Ingenieria en Computacion,17,5,5,5,5,5,2,1,2,4,5,2,Oficinas,,Abstracción ,,,,,8,8,10,10,10,Personal,,Física ,,,,,8,10,9,,,Ninguna,Diferente,,,
23,Hombre,Ingeniería telecomunicaciones,17,4,4,4,1,1,4,1,1,1,4,1,Campo,,Programación, trabajo bajo presión, comunicación, trabajo en equipo, resolución de problemas,6,9,8,9,9,Personal,,Calculo, Física, Química, Lógica, Programación,8,9,9,9,8,Ninguna,Similar,,,
23,Hombre,Ingenieria en Computacion,12,5,5,5,3,2,5,5,1,5,2,5,Oficinas,,Razonamiento, lógica, creatividad, aprendizaje, aptitud numérica,7,8,4,9,8,Personal,,Cálculo, Física, Cibernética, Lógica,,10,7,10,9,,Ninguna,Sin Carrera,,,
22,Mujer,Ingenieria en Computacion,-,1,2,5,1,1,5,4,4,4,4,1,Oficinas,,razonamiento,logica,sociable,amabilidad,,6,6,7,7,,Personal,,ninguna,matematicas,,,,1,7,,,,Carrera de Moda,Diferente,,,
22,Hombre,Ingenieria en Computacion,18,4,5,5,5,5,1,5,1,1,1,1,Oficinas,,Matemáticas, Razonamiento, Liderazgo, Trabajo en equipo,,8,8,9,9,1,Personal,,Álgebra, Informática, Cálculo, Geometría,,9,10,9,8,8,Ninguna,Sin Carrera,,,
22,Mujer,Ingenieria Quimica,18,2,2,2,5,4,5,4,3,5,4,2,Extranjero,,matematicas,imaginacion,abstraccion,,,5,7,7,,,Personal,,quimica, estadistica,,,,9,6,,,,Carrera de Moda,Sin Carrera,,,
22,Hombre,Matemáticas aplicadas,20,5,5,5,4,5,1,1,1,5,5,5,Oficinas,,Matemática,,,,,10,10,10,10,10,Personal,,Calculo, álgebra, física, química, computación,10,10,10,7,10,Ninguna,Sin Carrera,,,
22,Mujer,Ingenieria en Computacion,17,5,5,4,5,3,5,5,1,4,3,3,Oficinas,,dedicación, creatividad, análisis, peciencia, determinación,9,9,9,8,9,Personal,,Cálculo, Cibernética, Física, Inglés, Matemáticas,8,10,7,10,9,Ninguna,Diferente,,,
23,Mujer,Derecho,17,4,2,5,5,5,5,5,5,5,2,2,Oficinas,,Ortografía, Metodología, Expresión, Sociable y Respeto,,10,10,10,10,10,Familiares,,Derecho, Psicología, Ética, Etimologías Grecolatinas e Inglés,,10,10,10,10,8,Ninguna,Misma,,,
20,Hombre,Ingeniería mecatrónica,12,5,5,4,1,2,1,5,2,1,2,4,,,dedicación, facilidad para las matemáticas, pensamiento flexible, programación, resolución de problemas,7,8,9,9,8,Personal,,Calculo, fisica, quimica, estadística, programacion,10,9,9,10,10,TV / Medios Impresos,Diferente,,,
22,Mujer,Ingeniería Industrial,18,4,4,5,1,1,1,4,1,5,5,4,Oficinas,,Liderazgo, Organización, Creatividad, Trato con personas, Idiomas,7,8,9,10,10,Personal,,Cálculo,,,,,9,,,,,Web / Redes Sociales,Diferente,,,
23,Hombre,Ingeniería mecatrónica,18,2,3,5,5,5,3,5,5,5,5,5,Oficinas,,Analitica,,,,,10,,,,,Personal,,Ninguna,,,,,10,,,,,Ninguna,Diferente,,,
23,Hombre,Ingenieria en Computacion,17,2,5,5,1,2,5,1,1,2,5,1,Oficinas,,Paciencia, dedicación, lógica, capacidad de análisis y auto-didacta,,10,10,10,10,10,Personal,,Cálculo, álgebra, física, informática y programación/computación,,9,9,9,9,9,Ninguna,Diferente,,,
33,Hombre,Medicina,17,4,5,1,1,1,1,1,1,1,1,1,Campo,,Liderazgo, comunicación, empatia, docencia, destrezas manuales para procedimientos específicos,9,8,9,9,10,Personal,,Química, Biología, Ciencias de la Salud, Física y Estadística.,,8,9,10,8,10,Ninguna,Sin Carrera,,,
24,Hombre,Ingenieria en Computacion,15,4,4,5,1,1,5,5,1,5,1,1,Campo,,proactivo, analitico, tolerante, autodidacta, abstracción,10,10,8,10,10,Personal,,ninguna, ninguna, ninguna, ninguna, computación,10,10,10,10,10,Ninguna,Diferente,,,
23,Hombre,Ingeniería Industrial,18,5,5,5,2,4,1,1,2,3,3,3,,,Análisis, Creatividad, Liderazgo, compromiso,,9,10,8,10,,Personal,,Cálculo, geometría, álgebra,,,9,10,9,,,Ninguna,Diferente,,,
21,Hombre,Ingeniería Eléctrica y Electrónica,18,5,5,5,1,1,1,1,5,4,4,1,Campo,,Análisis, diseño, creatividad, abstracción, intuición,7,5,8,9,9,Personal,,Álgebra, Cálculo, Lenguaje, Geometría, Lógica,10,9,10,10,9,Web / Redes Sociales,Similar,,,
22,Hombre,Ingeniería Eléctrica y Electrónica,17,5,5,4,3,4,1,1,1,1,2,1,Campo,,Destreza, ingenio, disciplina, constancia, responsabilidad,8,9,9,9,8,Personal,,Álgebra, Calculo diferencial, Física, Calculo integral, Geometria,9,10,10,10,9,Ninguna,Similar,,,
24,Hombre,Ingenieria en Computacion,16,5,5,5,1,1,1,1,3,4,4,2,Oficinas,,Análisis, Precision, Matemática, Logica, Creatividad,9,8,10,10,9,Personal,,Cálculo, Estadística, Electricidad y Magnetismo, Fisica, Computación,9,9,8,9,10,Ninguna,Sin Carrera,,,
22,Mujer,Medicina,18,5,5,1,5,3,5,5,3,3,1,3,Campo,,Memoria, empatía, comprensión, perseverancia, dedicación,7,9,8,10,8,Personal,,Química, salud pública, morfología humana, psicología, biología,10,10,8,10,9,Ninguna,Sin Carrera,,,
26,Hombre,Ingenieria en Computacion,18,4,4,5,1,1,1,5,1,2,4,2,Oficinas,,Inglés, Analítico, Lógico, Programación, Expresión,7,7,8,7,8,Personal,,Cálculo, Bases de datos,,,,9,10,,,,Ninguna,Diferente,,,
28,Hombre,Ingenieria en Computacion,15,5,5,2,4,1,1,1,2,1,2,1,Oficinas,,Lógica, atención a detalles, manejo de conceptos abstractos, innovación y resolución de problemas,,10,10,10,10,10,Personal,,Ninguna, no tuve materias afín,,,,,,,,,Web / Redes Sociales,Sin Carrera,,,
18,Hombre,Ingeniería Petrolera,17,5,5,5,5,5,5,4,5,4,5,5,Oficinas,,Mate, trabajo en equipo, resolver problemas, negocios, hablar en publico,8,9,8,8,9,Personal,,calculo, quimica, fisica, estadistica,,9,8,9,10,,TV / Medios Impresos,Sin Carrera,,,
20,Hombre,Ingeniería Civil,17,4,4,5,5,5,5,5,5,5,5,3,Oficinas,,,,,,,9,6,7,,,Personal,,calculo,,,,,,,,,,TV / Medios Impresos,Sin Carrera,,,
21,Hombre,Ingeniería Mecánica,17,2,4,5,1,4,5,1,2,4,4,4,Campo,,,,,,,,,,,,Personal,,Calculo, física, estadísticas, dibujo, ingles,10,10,8,10,8,Ninguna,Sin Carrera,,,
22,Hombre,Ingeniería telecomunicaciones,18,5,5,4,5,2,1,1,1,5,4,5,Oficinas,,Responsabilidad,liderazgo,,,,4,3,,,,Personal,,Física,matemáticas,historia,salud,literatura,10,10,8,9,8,Ninguna,Diferente,,,
26,Mujer,Ingeniería Petrolera,18,5,4,5,5,5,2,5,5,5,5,5,Campo,,disposicion , tiempo,,,,8,8,,,,Personal,,fisica,,,,,9,,,,,Ninguna,Diferente,,,
25,Mujer,Arquitectura,20,5,5,5,1,5,1,5,1,5,1,1,Campo,,creatividad, facilidad de trabjo en equipo, destreza, calculo,,7,9,8,7,7,Personal,,dibujo, artes, calculo, geometria,,8,8,8,8,8,Ninguna,Sin Carrera,,,
23,Hombre,Ingenieria en Computacion,19,4,4,4,2,2,1,2,1,4,4,2,Oficinas,,Abstracción, responsabilidad, análisis, diseño y administración,,8,8,8,8,8,Personal,,Física, química, calculo, temas selectos de matemáticas y computación,,9,9,9,9,9,Web / Redes Sociales,Similar,,,
22,Mujer,Geológica,17,5,4,5,5,5,5,5,1,4,1,5,Las 3 anteriores,,Observación, paciencia, disciplina, fuerza física, facilidad para describir objetos o lugares,8,7,7,6,7,Personal,,Física, geografía, química, biología, matemáticas,9,8,10,9,10,Ninguna,Diferente,,,
21,Mujer,Ingeniería Industrial,17,4,5,2,1,1,1,2,1,5,5,5,Campo,,Compromiso ,,,,,3,3,3,3,3,Personal,,Fisica,,,,,4,4,4,4,4,Ninguna,Sin Carrera,,,
21,Hombre,Ingeniería Eléctrica y Electrónica,17,4,4,4,4,1,1,4,3,3,1,4,Diversos,,Constancia, habilidad matemática, visión, programación, física,5,6,8,7,6,Personal,,Física, matemáticas, programación, química, inglés,8,8,10,9,8,Ninguna,Diferente,,,
25,Mujer,Ingeniería Industrial,18,4,4,5,4,4,5,4,4,4,4,4,Oficinas,,Actitud, Hablar en público, Liderar, Analizar, Redacción,10,10,10,10,10,Familiares,,Dibujo, Administración, Álgebra, Química, Informática,8,9,8,8,9,Ninguna,Misma,,,
24,Hombre,Ingeniería Civil,16,5,4,5,5,1,5,4,1,5,5,5,Campo,,Razonar, Pensar, Imaginar, Calcular, Creatividad,10,10,10,10,10,Personal,,Fisica, Cálculo, Algebra, Dibujo, Geometría,9,8,9,9,10,TV / Medios Impresos,Similar,,,
22,Mujer,Arquitectura,18,4,5,5,1,1,5,5,5,5,5,1,Práctica y teórica,,Diseño, sensibilidad de espacios, factibilidad de ideas, trabajo en equipo y organización de tiempos,,9,10,9,10,9,Personal,,Dibujo, Matemáticas, Física, Historia y Derecho,,10,8,9,8,10,Web / Redes Sociales,Misma,,,
22,Mujer,Ingeniería Eléctrica y Electrónica,18,2,3,4,5,1,5,5,5,5,5,1,Campo,,Lógica, análisis, pensamiento crítico, facilidad de comunicación, capacidad de resolver problemas,8,8,10,10,9,Personal,,Física, matemáticas, cálculo integral, calculo diferencial, cibernética,10,9,10,10,9,Ninguna,Diferente,,,
25,Hombre,Medicina,17,4,4,2,1,1,5,5,1,5,1,2,Hospital y consultorios,,Empatía, destreza, memoria, soporte físico, comprensión,10,8,7,8,9,Personal,,Salud, Biología, Física, Morfofisiología, Química,10,10,8,10,10,Carrera de Moda,Misma,,,
20,Hombre,Ingeniería Civil,17,5,4,4,2,5,3,4,1,2,2,1,Oficinas,,paciencia, creatividad,dominio conociminetos, orden,eficiencia,9,8,8,8,9,Personal,,mate,fisica,quimica,ingles,lógica,8,10,6,10,7,Ninguna,Diferente,,,
21,Hombre,Contaduria,18,5,4,1,1,1,1,1,1,1,1,1,Oficinas,,habilidad numerica, dinamico, disciplinado, toma de decisiones, razonamiento logico,8,8,7,9,8,Personal,,,,,,,,,,,,Ninguna,Similar,,,
22,Hombre,Ingenieria en Computacion,17,5,5,4,2,5,5,5,5,5,5,4,Oficinas,,Comunicación, Análisis, Creatividad, Solución de problemas, Trabajo en equipo,5,9,7,9,5,Personal,,,,,,,,,,,,Ninguna,Sin Carrera,,,
27,Mujer,Administracion,24,5,5,5,1,5,1,1,1,1,1,5,Es online,,analisis, trabajo en equipo, admon del tiempo,,,10,7,8,,,Personal,,,,,,,,,,,,Web / Redes Sociales,Diferente,,,
28,Hombre,Ingeniería Petrolera,20,5,5,5,5,5,4,5,4,4,4,4,Campo,,,,,,,,,,,,,,,,,,,,,,,,Web / Redes Sociales,Diferente,,,
21,Hombre,Ingenieria en Computacion,17,4,4,1,1,1,5,5,1,1,1,1,Oficinas,,,,,,,,,,,,Personal,,,,,,,,,,,,Ninguna,Sin Carrera,,,
22,Hombre,Ingenieria en Computacion,16,5,5,5,2,5,3,5,5,5,5,5,Oficinas,,,,,,,10,10,10,10,10,Personal,,,,,,,10,10,10,10,10,Web / Redes Sociales,Sin Carrera,,,
22,Mujer,Medicina veterinaria,6,5,5,4,3,1,1,3,3,3,3,3,Campo,,,,,,,,,4,,,Personal,,,,,,,3,3,,3,,,Diferente,,,
22,Hombre,Ingeniería en Computación,17,4,2,2,1,1,1,5,5,2,1,5,Oficinas,,Matemáticas,Responsabilidad,Confianza,Razonamiento,Análisis,8,7,9,8,6,Familiares,,Física,Cibernética,Cálculo,Química,Matemáticas,9,9,10,8,8,Ninguno,Diferente,,,
23,Hombre,Ingeniería en Computación,19,4,4,4,2,5,1,2,1,4,4,2,Extranjero,,Abstracción,Responsabilidad,Análisis,Liderazgo,Investigación,7,9,8,9,8,Personal,,Computación,Matemátilcas,Física,Química,Temas Selectos de Matemáticas,10,8,9,9,8,Ninguno,Similar,,,
22,Hombre,Ingeniería Petrolera,19,3,3,2,1,1,1,4,1,2,3,1,Campo,,Matemáticas,Geometría ,Análisis Crítico,Razonamiento,Física,8,7,9,9,8,Personal,,Matemáticas,Ciencias,Ciencias Sociales,Computación,Geología,9,8,10,10,8,Ninguno,S/carrera,,,
22,Mujer,Ingeniería Mecánica,17,5,5,5,4,3,2,3,1,2,4,4,Extranjero,,Pensamiento Lógico,Construcción,Rapidez,Precisión,Innovación,7,8,7,8,7,Personal,,Matemáticas,Física,Química,Lógica,Biología,7,9,6,8,9,Ninguno,S/carrera,,,
22,Hombre,Ingeniería en Computación,18,5,4,1,1,1,1,1,1,1,1,1,Extranjero,,Lógica,Matemáticas,Resolución de Problemas,Programación,Análisis,8,8,9,8,9,Personal,,Matemáticas,Lógica,Química,Informática,Física,10,10,10,10,10,Ninguno,S/carrera,,,
21,Hombre,Ingeniería en Computación,17,4,4,2,2,5,5,5,2,4,4,2,Oficinas,,Constancia,Responsabilidad,Adaptación,Planificación,Iniciativa,8,7,8,7,6,Personal,,Lógica,Cálculo,Informática,Geometría Analítica,Física,8,7,9,9,7,Carrera de Moda,Diferente,,,
21,Hombre,Ingeniería Petrolera,17,3,2,4,5,5,5,5,1,4,5,3,Campo,,Ingenio,Innovación,Dedicación,Sociabilidad,Disciplina,7,6,8,8,9,Personal,,Cálculo Diferencial,Cálculo Integral,Química,Física,Cibernética,8,8,8,8,8,Ninguno,S/carrera,,,
22,Hombre,Ingeniería en Computación,18,5,5,4,1,1,1,1,1,1,1,5,Oficinas,,Resolver Problemas,Razonamiento,Análisis,Creatividad,Organización,10,10,9,9,8,Personal,,Informática,Matemátilcas,Física,Lógica,Orientación Educativa,10,9,8,10,10,Web / Redes Soc,Diferente,,,
22,Hombre,Ingeniería Petrolera,19,4,4,2,5,1,1,5,2,4,5,5,Extranjero,,Matemáticas,Predecir Eventos,Resolución de Problemas,Trabajo Bajo Presión,Liderazgo,8,7,10,9,10,Personal,,Matemáticas,Física,Química,Geología,Historia,10,10,10,8,6,Web / Redes Soc,S/carrera,,,
21,Hombre,Ingeniería en Computación,15,2,4,2,1,1,1,1,5,5,1,2,Oficinas,,Constancia,Disciplina,Pasión,Destreza,Visión,10,8,8,8,9,Personal,,Matemáticas,Inglés,Etimologías Grecolatinas,Química,Física,10,10,9,9,9,Web / Redes Soc,Diferente,,,
22,Mujer,Ingeniería Civil,18,5,5,5,1,5,5,5,5,1,1,5,Campo,,Matemáticas,Creatividad,Resolución de Problemas,Abstracción,Constancia,7,9,8,8,7,Personal,,Matemáticas,Química,Dibujo Constructivo,Física,Cálculo,6,7,10,8,8,Ninguno,S/carrera,,,
22,Hombre,Ingeniería en Computación,18,5,4,5,2,3,2,1,3,1,2,4,Extranjero,,Matemáticas,Lógica,Análisis,Resolución de Problemas,Constancia,9,9,9,9,10,Personal,,Matemáticas,Física,Química,Informática,Matemáticas Avanzadas,10,8,9,10,8,Web / Redes Soc,Diferente,,,
23,Hombre,Ingeniería Eléctrica Electrónica,19,5,5,4,2,4,1,1,2,4,1,4,Otros,Laboratorio/Taller,Paciencia,Observador,Ingenioso,Investigador,Creatividad,9,9,9,9,10,Personal,,Matemáticas,Informática,Cálculo,Inglés,Computación,9,10,8,7,8,Ninguno,S/carrera,,,
22,Mujer,Ingeniería Civil,17,5,5,4,5,3,2,1,2,1,1,4,Oficinas,,Espacial,Verbal,Matemáticas,Social,Financiera,8,8,9,8,9,Personal,,Química,Matemáticas,Física,Dibujo Constructivo,Ética,9,10,9,8,10,Ninguno,Diferente,,,
21,Hombre,Ingeniería en Computación,17,5,5,3,2,5,1,1,1,4,2,4,Extranjero,,Análisis,Síntesis,Creatividad,Abstracción,Investigación,7,8,6,9,7,Personal,,Lenguajes de Programación,Circuitos Lógicos Combinatorios,Circuitos Lógicos Secuenciales,Microelectrónica Programable,Redes Digitales,10,10,10,10,10,Web / Redes Soc,Diferente,,,
22,Hombre,Ingeniería en Computación,17,4,4,5,5,1,2,4,1,4,4,2,Oficinas,,Autodidacta,Creatividad,Paciencia,Trabajo en Equipo,Disciplina,8,7,8,6,6,Personal,,Computación,Informática,Lógica,Matemáticas,Físicas,9,8,9,9,8,Web / Redes Soc,S/carrera,,,
22,Mujer,Ingeniería en Telecomunicaciones,17,5,5,2,4,3,3,5,2,4,5,1,Otros,,Electrónica,Manejo de Señales,Diseño y Mantenimiento de Enlaces,Matemáticas,Redes de Datos,8,9,9,10,8,Personal,,Cibernética,Expresión Gráfica,Filosofía,Psicología,Comunicación,10,10,10,10,10,Ninguno,Diferente,,,
22,Hombre,Ingeniería en Computación,15,4,4,2,5,1,1,2,1,5,2,1,Extranjero,,Autodidacta,Abstracción,Resolución de Problemas,Creatividad,Toma de Decisiones,10,9,10,8,9,Personal,,Cálculo,Física,Química,Matemáticas,Inglés,10,8,10,10,9,Web / Redes Soc,S/carrera,,,
22,Hombre,Ingeniería en Computación,17,4,4,5,5,4,5,5,2,2,3,3,Otros,,Lógico,Matemáticas,Análisis,Creatividad,Constancia,8,8,8,8,7,Personal,,Física,Matemáticas,Química,Informática,Comunicación,6,8,9,9,10,TV/Medios impresos,S/carrera,,,
22,Hombre,Ingeniería en Telecomunicaciones,18,4,4,2,2,1,4,1,2,4,2,4,Campo,,Matemáticas,Creatividad,Criterio,Abstracción,Asertividad,9,8,8,9,8,Personal,,Matemáticas,Física,Temas Selectos de Matemáticas,Química,Biología,10,10,9,9,8,Ninguno,Similar,,,
23,Hombre,Ingeniería Mecatrónica,17,2,5,2,4,1,5,5,1,4,1,3,Extranjero,,Dedicación ,Resolución de Problemas ,Organización,Trabajo en Equipo,Toma de Decisiones,8,8,7,10,9,Personal,,Cibernética,Física,Cálculo ,Computación ,Comunicación,10,10,10,9,8,Ninguno,Diferente,,,
19,Mujer,Ingeniería Mecánica,18,5,1,1,5,1,1,1,1,1,1,1,Extranjero,,Resolución de Problemas ,Responsabilidad,Planificación,Resolución de Problemas ,Organización,9,10,7,9,10,Personal,,Cálculo ,Física,Filosofía,Literatura,Química,8,9,7,8,9,Ninguno,S/carrera,,,
26,Hombre,Ingeniería Mecánica,18,1,1,1,1,1,5,1,1,1,1,1,Campo,,Adaptación,Organización,Disciplina,Constancia,Planificación,8,8,8,6,7,Familiares,,Matemáticas,Física,Mecánica,Comunicación,Sociología,7,10,9,6,9,Ninguno,Diferente,,,
22,Hombre,Ingeniería en Computación,18,1,1,1,1,1,5,1,1,1,1,1,Oficinas,,Constancia,Iniciativa,Análisis,Resolución de Problemas ,Trabajo Bajo Presión,10,9,7,10,8,Personal,,Computación,Diseño Web,Física,Filosofía,Comunicación,10,10,10,8,8,Web / Redes Soc,S/carrera,,,
19,Mujer,Ingeniería en Computación,15,5,5,3,5,1,1,1,1,1,3,1,Oficinas,,Matemáticas,Organización,Dedicación,Trabajo en Equipo,Disciplina,8,9,9,7,9,Personal,,Computación,Opción Técnica,Matemáticas,Dibujo,Derecho,10,10,9,10,8,Ninguno,Similar,,,
24,Mujer,Ingeniería Petrolera,18,5,3,5,5,1,5,5,1,5,5,1,Campo,,Idiomas,Programación,Matemáticas,Trabajo en Equipo,Análisis,3,9,9,6,6,Personal,,Matemáticas,Física,Química,Psicología,Computación ,9,10,8,9,8,Carrera de Moda,Diferente,,,
18,Hombre,Ingeniería en Computación,17,5,5,5,5,1,5,5,1,3,5,1,Extranjero,,Programación,Constancia,Disciplina,Planificación,Resolución de Problemas ,8,7,9,7,9,Personal,,Español,Matemáticas,Física,Administración,Computación ,9,8,9,9,10,Carrera de Moda,Diferente,,,
22,Hombre,Ingeniería Biomédica,19,5,5,3,1,1,1,1,1,1,1,5,Otros,,Idiomas,Creatividad,Empatía,Ética,Autodidacta,4,8,9,9,7,Personal,,Biología,Química,Anatomía,Matemáticas,Física,8,7,8,9,9,Carrera Nueva,Diferente,,,
22,Mujer,Ingeniería en Computación,18,4,4,5,1,1,1,1,1,3,5,1,Oficinas,,Resolución de Problemas ,Dedicación,Matemáticas,Organización,Toma de Desiciones,9,7,7,9,10,Personal,,Cibernética,Física,Cálculo,Literatura,Opción técnica,10,9,10,10,10,Carrera de Moda,S/carrera,,,
22,Hombre,Ingeniería en Telecomunicaciones,19,3,1,5,5,1,1,1,1,4,1,1,Campo,,Disciplina,Constancia,Resolución de Problemas ,Dedicación,Análisis,7,8,10,8,3,Personal,,Computación ,Matemáticas,Sociología,Comunicación,Física,10,9,10,10,7,Ninguno,Diferente,,,
18,Hombre,Ingeniería Petrolera,17,5,5,5,5,5,5,4,5,4,5,5,Otros,,Matemáticas,Trabajo en Equipo,Resolución de Problemas,Negociar,Hablar en Público,8,9,9,8,9,Personal,,Cálculo,Química,Física,Estadística,Comunicación,9,8,9,10,8,TV/Medios impresos,S/carrera,,,
20,Hombre,Ingeniería Civil,18,5,5,4,2,5,4,5,5,2,4,4,Otros,,Creatividad,Responsabilidad,Constancia,Inglés,Programación,8,8,7,4,4,Personal,,Física,Química,Inglés,Matemáticas,Cálculo,8,7,7,6,8,Web / Redes Soc,Diferente,,,
22,Hombre,Ingeniería Geomática,17,3,4,2,1,1,1,5,1,1,4,3,Campo,,Software,G. P. S.,Hidráulica,E. Total,Estadísitca,8,6,7,10,8,Personal,,Matemáticas,Física,Química,Programación,Computación,8,8,6,9,7,Ninguno,S/carrera,,,
21,Mujer,Ingeniería en Computación,16,4,5,5,1,3,5,5,1,1,2,5,Oficinas,,Paciencia,Control,Respeto,Empatía,Dedicación,10,7,10,3,10,Personal,,Matemáticas,Cibernética,Física,Inglés,Expresión Gráfica,10,10,8,8,10,Web / Redes Soc,Diferente,,,
22,Mujer,Ingeniería en Computación,17,5,5,4,5,3,5,5,1,4,3,3,Oficinas,,Análisis,Creatividad,Dedicación,Paciencia,Determinación,9,9,9,8,9,Personal,,Cálculo,Cibernética,Física,Inglés,Matemáticas,8,10,7,10,9,Ninguno,Diferente,,,
18,Mujer,Ingeniería en Computación,16,5,5,4,5,5,5,5,1,4,4,5,Extranjero,,Análisis,Imaginación,Resolución de Problemas,Innovación,Creatividad,9,8,9,8,9,Personal,,Informática,Matemáticas,Física,Cálculo,Computación,8,9,7,8,8,Ninguno,S/carrera,,,
19,Hombre,Ingeniería Industrial,18,4,4,2,1,5,1,1,2,2,5,4,Otros,,Liderazgo,Innovación,Estrategía,Razonamiento,Adaptación,7,10,8,10,10,Personal,,Cálculo,Latín,Física,Computación,Matemáticas,10,10,10,10,10,Ninguno,Diferente,,,
21,Hombre,Ingeniería Mecánica,18,5,5,5,5,5,5,1,1,4,5,5,Extranjero,,Creatividad,Ingenio,Razonamiento,Adaptación,Negociar,9,9,8,8,8,Familiares,,Cálculo,Matemáticas,Química,Física,Estadística,9,8,8,8,8,Ninguno,Diferente,,,
21,Hombre,Ingeniería Eléctrica Electrónica,17,4,4,4,4,1,1,4,3,3,1,4,Otros,,Constancia,Matemáticas,Visión,Programación,Física,5,6,8,7,6,Personal,,Física,Matemáticas,Programación,Qúimica,Inglés,8,8,10,9,8,Ninguno,Diferente,,,
22,Mujer,Ingeniería en Telecomunicaciones,17,4,4,4,1,1,1,2,4,4,4,1,Campo,,Razonamiento Matemático,Lógica,Trabajo en Equipo,Creatividad,Autodidacta,8,8,4,8,8,Personal,,Cálculo,Física,Matemáticas,Química,Lógica,10,10,9,10,9,Carrera Nueva,S/carrera,,,
21,Hombre,Ingeniería en Computación,17,4,4,3,3,1,3,1,1,3,4,1,Oficinas,,Razonamiento,Ingenio,Adaptabilidad,Innovación,Resilencia,8,8,8,8,10,Personal,,Cálculo,Física,Cibernética,Estadística,Química,7,9,9,8,8,Ninguno,S/carrera,,,
21,Hombre,Ingeniería en Computación,13,5,5,5,1,1,1,1,1,5,5,4,Oficinas,,Constancia,Extrovertido,Compromiso,Seguridad,Empatía,8,7,9,8,10,Personal,,Matemáticas,Temas Selectos de Matemáticas,Orientación Educativa,Literatura,Cálculo,8,9,10,10,8,Web / Redes Soc,Diferente,,,
